employee_id,employee_code,first_name,last_name,full_name,gender,date_of_birth,email,phone_number,branch_id,department,designation,manager_id,joining_date,experience_years,salary,employment_type,performance_rating,employee_status
440,BKAIEMP747033,Anay,Nadig,Anay Nadig,Male,1974-07-17,anay.nadig440@bankai.com,2578284106,89,Finance,Credit Analyst,235.0,2019-07-06,28,78020,Permanent,2.6,Active
441,BKAIEMP650744,Nathaniel,Dugal,Nathaniel Dugal,Male,2003-07-10,nathaniel.dugal441@bankai.com,8854749297,67,Corporate Banking,Loan Officer,232.0,2012-07-07,34,37779,Permanent,3.1,Active
442,BKAIEMP641198,Anusha,Dewan,Anusha Dewan,Female,2002-07-10,anusha.dewan442@bankai.com,4069375150,25,Customer Service,Assistant Manager,226.0,2014-07-07,24,88979,Permanent,4.6,Active
443,BKAIEMP823468,Indrajit,Mall,Indrajit Mall,Male,1972-07-17,indrajit.mall443@bankai.com,0187186375,19,Compliance,Customer Service Executive,425.0,2006-07-09,3,39801,Permanent,3.8,Active
444,BKAIEMP241879,Ayaan,Patel,Ayaan Patel,Male,1980-07-15,ayaan.patel444@bankai.com,2656504554,53,Finance,Credit Analyst,231.0,2026-07-04,34,61722,Permanent,4.7,Active
445,BKAIEMP825318,Janaki,Sawhney,Janaki Sawhney,Female,1995-07-12,janaki.sawhney445@bankai.com,7426629912,92,Corporate Banking,Assistant Manager,47.0,2023-07-05,20,83141,Permanent,3.4,Active
446,BKAIEMP741804,Oliver,Bhatti,Oliver Bhatti,Male,1995-07-12,oliver.bhatti446@bankai.com,1064628792,49,Human Resources,Sales Executive,195.0,2025-07-04,32,55174,Permanent,3.3,Active
447,BKAIEMP287555,Mohini,Swaminathan,Mohini Swaminathan,Female,2002-07-10,mohini.swaminathan447@bankai.com,4947873002,54,Customer Service,Relationship Manager,159.0,2012-07-07,9,63925,Permanent,2.8,Active
448,BKAIEMP112800,David,Mani,David Mani,Male,1976-07-16,david.mani448@bankai.com,2730147195,64,Compliance,Customer Service Executive,279.0,2026-07-04,16,44922,Permanent,3.1,Active
449,BKAIEMP730421,Tejas,Kuruvilla,Tejas Kuruvilla,Male,1967-07-19,tejas.kuruvilla449@bankai.com,1589042902,1,Operations,Cashier,281.0,2018-07-06,5,43269,Permanent,3.0,Active
450,BKAIEMP995304,Pranav,Gade,Pranav Gade,Male,2003-07-10,pranav.gade450@bankai.com,4565044818,86,Information Technology,Cashier,430.0,2007-07-09,9,34779,Permanent,2.7,Active
451,BKAIEMP740774,Geetika,Naidu,Geetika Naidu,Female,1967-07-19,geetika.naidu451@bankai.com,4451895202,74,Human Resources,Relationship Manager,91.0,2012-07-07,18,68605,Contract,2.7,Active
452,BKAIEMP895284,Xavier,Sabharwal,Xavier Sabharwal,Male,1978-07-16,xavier.sabharwal452@bankai.com,2132833898,71,Corporate Banking,Cashier,150.0,2011-07-08,4,29408,Permanent,4.6,Active
453,BKAIEMP741784,Sathvik,Sharma,Sathvik Sharma,Male,2002-07-10,sathvik.sharma453@bankai.com,1207545279,14,Information Technology,Relationship Manager,374.0,2006-07-09,13,79665,Contract,3.7,Active
454,BKAIEMP547798,Nidra,Balakrishnan,Nidra Balakrishnan,Female,1967-07-19,nidra.balakrishnan454@bankai.com,3223423216,41,Customer Service,Clerk,270.0,2008-07-08,18,32211,Permanent,2.8,Active
455,BKAIEMP947228,Wyatt,Sankar,Wyatt Sankar,Male,1994-07-12,wyatt.sankar455@bankai.com,3108907140,79,Operations,Customer Service Executive,363.0,2017-07-06,31,31342,Permanent,2.6,Active
456,BKAIEMP534153,Chanakya,Dasgupta,Chanakya Dasgupta,Male,2003-07-10,chanakya.dasgupta456@bankai.com,9325012495,43,Finance,Sales Executive,287.0,2006-07-09,26,36957,Permanent,3.0,Active
457,BKAIEMP676710,Kavya,Tiwari,Kavya Tiwari,Female,1985-07-14,kavya.tiwari457@bankai.com,1908334280,99,Retail Banking,Loan Officer,59.0,2016-07-06,32,57371,Permanent,3.9,Active
458,BKAIEMP805139,Vyanjana,Peri,Vyanjana Peri,Female,1975-07-17,vyanjana.peri458@bankai.com,7125663836,61,Retail Banking,Relationship Manager,331.0,2022-07-05,21,76555,Permanent,3.7,Active
459,BKAIEMP878656,Vidhi,Choudhary,Vidhi Choudhary,Female,2002-07-10,vidhi.choudhary459@bankai.com,7548015716,67,Customer Service,Cashier,290.0,2016-07-06,26,43192,Permanent,3.0,Active
460,BKAIEMP169429,Nimrat,Sawhney,Nimrat Sawhney,Female,1996-07-11,nimrat.sawhney460@bankai.com,8646317520,36,Retail Banking,Credit Analyst,174.0,2014-07-07,22,85014,Permanent,3.9,Active
461,BKAIEMP839525,Theodore,Virk,Theodore Virk,Male,1985-07-14,theodore.virk461@bankai.com,1266912153,91,Retail Banking,Sales Executive,140.0,2013-07-07,19,32844,Permanent,3.1,Active
462,BKAIEMP283514,Tamanna,Das,Tamanna Das,Female,1998-07-11,tamanna.das462@bankai.com,6749946579,48,Retail Banking,Relationship Manager,399.0,2020-07-05,19,51068,Permanent,2.6,Active
463,BKAIEMP868020,Liam,Din,Liam Din,Male,1972-07-17,liam.din463@bankai.com,1147732010,40,Finance,Relationship Manager,74.0,2023-07-05,30,78826,Permanent,2.8,Active
464,BKAIEMP221462,Gaurav,Raja,Gaurav Raja,Male,2005-07-09,gaurav.raja464@bankai.com,2499118773,40,Retail Banking,Operations Executive,352.0,2007-07-09,33,32853,Permanent,4.7,Active
465,BKAIEMP705615,Yashawini,Lal,Yashawini Lal,Female,1986-07-14,yashawini.lal465@bankai.com,8800616756,82,Operations,Operations Executive,165.0,2020-07-05,1,36309,Permanent,3.8,Active
466,BKAIEMP386929,Amol,Goel,Amol Goel,Male,1998-07-11,amol.goel466@bankai.com,2762467197,2,Information Technology,Loan Officer,287.0,2010-07-08,10,41709,Permanent,3.4,Active
467,BKAIEMP701969,Wahab,Soni,Wahab Soni,Male,1990-07-13,wahab.soni467@bankai.com,8064796954,22,Corporate Banking,Operations Executive,160.0,2007-07-09,18,41099,Permanent,2.6,Active
468,BKAIEMP156413,Aradhana,Dave,Aradhana Dave,Female,2000-07-10,aradhana.dave468@bankai.com,5905616556,55,Risk Management,Assistant Manager,92.0,2007-07-09,24,89205,Permanent,4.6,Active
469,BKAIEMP847528,Jatin,Keer,Jatin Keer,Male,1971-07-18,jatin.keer469@bankai.com,9114152085,11,Compliance,Loan Officer,291.0,2022-07-05,12,41089,Permanent,4.8,Active
470,BKAIEMP593403,Shivansh,Loke,Shivansh Loke,Male,1991-07-13,shivansh.loke470@bankai.com,7905696591,29,Loans,Operations Executive,441.0,2007-07-09,29,38455,Permanent,3.5,Active
471,BKAIEMP575301,Om,Taneja,Om Taneja,Male,1974-07-17,om.taneja471@bankai.com,2945637183,4,Corporate Banking,Sales Executive,244.0,2023-07-05,20,41516,Permanent,4.6,Active
472,BKAIEMP207932,Manthan,Ratti,Manthan Ratti,Male,1980-07-15,manthan.ratti472@bankai.com,9191954198,92,Corporate Banking,Customer Service Executive,167.0,2009-07-08,32,27324,Permanent,3.8,Active
473,BKAIEMP266744,Oscar,Bose,Oscar Bose,Male,1975-07-17,oscar.bose473@bankai.com,8468536649,50,Corporate Banking,Customer Service Executive,175.0,2020-07-05,35,44364,Permanent,5.0,Active
474,BKAIEMP794799,Gautam,Bahl,Gautam Bahl,Male,2001-07-10,gautam.bahl474@bankai.com,9737489690,95,Information Technology,Operations Executive,429.0,2011-07-08,11,33746,Permanent,3.7,Active
475,BKAIEMP172988,Vedhika,Divan,Vedhika Divan,Female,1967-07-19,vedhika.divan475@bankai.com,2466513644,14,Information Technology,Relationship Manager,395.0,2014-07-07,25,66457,Permanent,4.2,Active
476,BKAIEMP893853,Kamya,Ravi,Kamya Ravi,Female,1996-07-11,kamya.ravi476@bankai.com,1230347786,85,Loans,Credit Analyst,232.0,2009-07-08,0,69103,Permanent,3.9,Active
477,BKAIEMP555844,Fariq,Mahajan,Fariq Mahajan,Male,1983-07-15,fariq.mahajan477@bankai.com,0448207001,12,Information Technology,Loan Officer,5.0,2007-07-09,19,68451,Permanent,2.8,Active
478,BKAIEMP100884,Azad,Ray,Azad Ray,Male,1970-07-18,azad.ray478@bankai.com,1623198189,46,Corporate Banking,Customer Service Executive,441.0,2017-07-06,3,26021,Permanent,4.3,Active
479,BKAIEMP556329,Chakradev,Khanna,Chakradev Khanna,Male,1971-07-18,chakradev.khanna479@bankai.com,5596363212,28,Loans,Cashier,244.0,2022-07-05,24,31167,Permanent,4.6,Active
480,BKAIEMP240800,Samarth,Kumar,Samarth Kumar,Male,2005-07-09,samarth.kumar480@bankai.com,7851586734,10,Retail Banking,Loan Officer,74.0,2011-07-08,8,63621,Contract,2.8,Active
481,BKAIEMP753523,Raksha,Morar,Raksha Morar,Female,1994-07-12,raksha.morar481@bankai.com,9003486451,59,Human Resources,Sales Executive,218.0,2009-07-08,27,56872,Permanent,3.4,Active
482,BKAIEMP846722,Rishi,Anand,Rishi Anand,Male,1973-07-17,rishi.anand482@bankai.com,4413432756,35,Risk Management,Customer Service Executive,475.0,2009-07-08,15,43885,Permanent,4.9,Active
483,BKAIEMP824038,Xalak,Sinha,Xalak Sinha,Female,2000-07-10,xalak.sinha483@bankai.com,5612481569,19,Human Resources,Relationship Manager,440.0,2018-07-06,30,75470,Permanent,3.8,Active
484,BKAIEMP817303,Akshay,Ben,Akshay Ben,Male,1971-07-18,akshay.ben484@bankai.com,7206345911,75,Customer Service,Customer Service Executive,314.0,2025-07-04,4,36257,Permanent,2.5,Active
485,BKAIEMP541467,Eiravati,Roy,Eiravati Roy,Female,1983-07-15,eiravati.roy485@bankai.com,7724295431,38,Customer Service,Customer Service Executive,86.0,2025-07-04,21,44583,Permanent,4.3,Active
486,BKAIEMP700687,Ronith,Purohit,Ronith Purohit,Male,2002-07-10,ronith.purohit486@bankai.com,0089317342,85,Customer Service,Cashier,415.0,2007-07-09,10,25894,Permanent,2.7,Active
487,BKAIEMP745710,Upadhriti,Lad,Upadhriti Lad,Female,1988-07-13,upadhriti.lad487@bankai.com,1529108677,36,Customer Service,Loan Officer,8.0,2023-07-05,8,46443,Permanent,4.3,Active
488,BKAIEMP608473,Girish,Lata,Girish Lata,Male,1994-07-12,girish.lata488@bankai.com,7626393436,68,Retail Banking,Relationship Manager,176.0,2024-07-04,15,54507,Permanent,4.6,Active
489,BKAIEMP349505,Amrita,Mannan,Amrita Mannan,Female,1977-07-16,amrita.mannan489@bankai.com,3973597107,93,Loans,Cashier,108.0,2008-07-08,24,36307,Permanent,3.2,Active
490,BKAIEMP416006,Hitesh,Rajagopal,Hitesh Rajagopal,Male,1975-07-17,hitesh.rajagopal490@bankai.com,9411800537,96,Human Resources,Cashier,120.0,2014-07-07,30,37781,Permanent,2.9,Active
491,BKAIEMP500560,Arin,Ahluwalia,Arin Ahluwalia,Male,1985-07-14,arin.ahluwalia491@bankai.com,8964652809,68,Retail Banking,Credit Analyst,50.0,2009-07-08,28,73188,Contract,3.6,Active
492,BKAIEMP941289,Yashasvi,Tailor,Yashasvi Tailor,Female,1999-07-11,yashasvi.tailor492@bankai.com,7215862415,33,Information Technology,Cashier,201.0,2012-07-07,17,32923,Permanent,4.0,Active
493,BKAIEMP428487,Logan,Patel,Logan Patel,Male,1970-07-18,logan.patel493@bankai.com,4494856257,2,Retail Banking,Operations Executive,426.0,2024-07-04,11,30391,Permanent,3.8,Active
494,BKAIEMP302458,Avi,Gulati,Avi Gulati,Male,2003-07-10,avi.gulati494@bankai.com,0320742761,4,Information Technology,Operations Executive,48.0,2025-07-04,16,49468,Permanent,4.6,Active
495,BKAIEMP190582,Pranav,Sundaram,Pranav Sundaram,Male,1967-07-19,pranav.sundaram495@bankai.com,7121513422,17,Risk Management,Operations Executive,337.0,2006-07-09,7,48548,Permanent,3.0,Active
496,BKAIEMP769809,Hitesh,Agrawal,Hitesh Agrawal,Male,1976-07-16,hitesh.agrawal496@bankai.com,6137150416,36,Risk Management,Loan Officer,355.0,2016-07-06,4,51864,Permanent,2.7,Active
497,BKAIEMP370782,Neel,Dube,Neel Dube,Male,1989-07-13,neel.dube497@bankai.com,1777490509,23,Compliance,Cashier,36.0,2011-07-08,3,31575,Permanent,2.9,Active
498,BKAIEMP743790,Dhruv,Kakar,Dhruv Kakar,Male,1999-07-11,dhruv.kakar498@bankai.com,4501896164,57,Customer Service,Operations Executive,53.0,2025-07-04,13,32389,Permanent,4.3,Active
499,BKAIEMP139673,Chaitanya,Bail,Chaitanya Bail,Male,1981-07-15,chaitanya.bail499@bankai.com,2664214764,35,Loans,Cashier,359.0,2016-07-06,0,37823,Permanent,3.8,Active
500,BKAIEMP666366,Chanakya,Pillai,Chanakya Pillai,Male,1991-07-13,chanakya.pillai500@bankai.com,7767499616,1,Risk Management,Cashier,489.0,2011-07-08,4,28971,Permanent,4.8,Active
501,BKAIEMP483102,Teerth,Sandhu,Teerth Sandhu,Male,1971-07-18,teerth.sandhu501@bankai.com,0857327881,44,Corporate Banking,Cashier,431.0,2012-07-07,5,34501,Permanent,2.9,Active
502,BKAIEMP211954,Balveer,Sridhar,Balveer Sridhar,Male,1983-07-15,balveer.sridhar502@bankai.com,2243864908,63,Corporate Banking,Relationship Manager,454.0,2006-07-09,24,73703,Permanent,2.8,Active
503,BKAIEMP507652,Darika,Uppal,Darika Uppal,Female,2001-07-10,darika.uppal503@bankai.com,6179454918,70,Customer Service,Customer Service Executive,256.0,2009-07-08,31,39722,Contract,2.5,Active
504,BKAIEMP223928,Gaurav,Gopal,Gaurav Gopal,Male,1992-07-12,gaurav.gopal504@bankai.com,0164597794,84,Human Resources,Operations Executive,235.0,2009-07-08,25,34880,Permanent,3.1,Active
505,BKAIEMP594109,Hiral,Brar,Hiral Brar,Female,1966-07-19,hiral.brar505@bankai.com,1680061027,6,Operations,Cashier,360.0,2006-07-09,1,29277,Permanent,4.1,Active
506,BKAIEMP975930,Widisha,Mitter,Widisha Mitter,Female,1968-07-18,widisha.mitter506@bankai.com,6412203103,9,Corporate Banking,Assistant Manager,59.0,2011-07-08,10,79496,Permanent,3.1,Active
507,BKAIEMP439984,Elijah,Khurana,Elijah Khurana,Male,1998-07-11,elijah.khurana507@bankai.com,8314727601,88,Information Technology,Sales Executive,280.0,2022-07-05,25,40537,Permanent,4.5,Active
508,BKAIEMP387198,Xavier,Sinha,Xavier Sinha,Male,1996-07-11,xavier.sinha508@bankai.com,7933496050,97,Risk Management,Cashier,87.0,2015-07-07,7,43134,Permanent,3.1,Active
509,BKAIEMP915437,Yug,Mannan,Yug Mannan,Male,1995-07-12,yug.mannan509@bankai.com,7678997308,3,Compliance,Sales Executive,42.0,2026-07-04,24,30236,Permanent,2.7,Active
510,BKAIEMP825990,Nisha,Bhatt,Nisha Bhatt,Female,1997-07-11,nisha.bhatt510@bankai.com,6717957602,27,Loans,Cashier,328.0,2018-07-06,30,42140,Permanent,3.1,Active
511,BKAIEMP741780,Orinder,Sarma,Orinder Sarma,Male,2000-07-10,orinder.sarma511@bankai.com,8395972466,81,Customer Service,Customer Service Executive,179.0,2013-07-07,31,25149,Permanent,3.0,Inactive
512,BKAIEMP632195,Ishita,Mandal,Ishita Mandal,Female,1991-07-13,ishita.mandal512@bankai.com,7223297167,60,Operations,Customer Service Executive,284.0,2025-07-04,34,31347,Permanent,2.9,Active
513,BKAIEMP802695,Arunima,Badami,Arunima Badami,Female,2003-07-10,arunima.badami513@bankai.com,4522801561,7,Finance,Cashier,292.0,2020-07-05,10,39243,Permanent,4.0,Active
514,BKAIEMP663463,Isaac,Sur,Isaac Sur,Male,1994-07-12,isaac.sur514@bankai.com,5508428910,21,Retail Banking,Relationship Manager,497.0,2010-07-08,3,52606,Permanent,3.1,Active
515,BKAIEMP341238,Chatresh,Chaudry,Chatresh Chaudry,Male,1998-07-11,chatresh.chaudry515@bankai.com,8121352478,42,Operations,Cashier,101.0,2019-07-06,20,38519,Permanent,3.4,Active
516,BKAIEMP251981,Qabil,Natt,Qabil Natt,Male,1992-07-12,qabil.natt516@bankai.com,1376037548,79,Compliance,Cashier,183.0,2014-07-07,27,37238,Permanent,4.3,Active
517,BKAIEMP133653,Ria,Sachdeva,Ria Sachdeva,Female,1969-07-18,ria.sachdeva517@bankai.com,3286326667,8,Customer Service,Relationship Manager,140.0,2023-07-05,8,75509,Permanent,2.9,Active
518,BKAIEMP706204,Vaishnavi,Dhingra,Vaishnavi Dhingra,Female,1970-07-18,vaishnavi.dhingra518@bankai.com,8115562606,30,Corporate Banking,Customer Service Executive,422.0,2010-07-08,10,41030,Permanent,3.0,Active
519,BKAIEMP871939,Ayush,Venkatesh,Ayush Venkatesh,Male,1990-07-13,ayush.venkatesh519@bankai.com,6684550489,32,Finance,Branch Manager,,2013-07-07,27,165951,Permanent,4.8,Active
520,BKAIEMP146372,Ishanvi,Sathe,Ishanvi Sathe,Female,2003-07-10,ishanvi.sathe520@bankai.com,6341085628,61,Human Resources,Credit Analyst,35.0,2013-07-07,26,84807,Permanent,4.5,Active
521,BKAIEMP685616,Chakradhar,Vaidya,Chakradhar Vaidya,Male,2005-07-09,chakradhar.vaidya521@bankai.com,8520089434,89,Risk Management,Cashier,224.0,2022-07-05,5,36744,Permanent,4.1,Active
522,BKAIEMP999596,Ayushman,Pradhan,Ayushman Pradhan,Male,1969-07-18,ayushman.pradhan522@bankai.com,8510174907,96,Information Technology,Loan Officer,25.0,2012-07-07,29,65393,Permanent,4.7,Active
523,BKAIEMP838094,Kamala,Palla,Kamala Palla,Female,2005-07-09,kamala.palla523@bankai.com,4926831589,81,Corporate Banking,Cashier,395.0,2016-07-06,29,42397,Permanent,3.6,Active
524,BKAIEMP925954,Chavvi,Din,Chavvi Din,Female,2000-07-10,chavvi.din524@bankai.com,6110627371,80,Finance,Customer Service Executive,57.0,2010-07-08,13,36927,Permanent,2.8,Active
525,BKAIEMP779658,Rudra,Lalla,Rudra Lalla,Male,1970-07-18,rudra.lalla525@bankai.com,6776228277,91,Corporate Banking,Cashier,210.0,2022-07-05,11,35974,Permanent,2.8,Active
526,BKAIEMP889759,Dhriti,Kala,Dhriti Kala,Female,1991-07-13,dhriti.kala526@bankai.com,7028519611,42,Finance,Customer Service Executive,274.0,2010-07-08,13,38858,Permanent,2.7,Active
527,BKAIEMP593002,Anmol,Virk,Anmol Virk,Male,1971-07-18,anmol.virk527@bankai.com,1545447022,87,Human Resources,Customer Service Executive,300.0,2012-07-07,7,37063,Permanent,4.9,Active
528,BKAIEMP191549,Niharika,Mander,Niharika Mander,Female,2000-07-10,niharika.mander528@bankai.com,2701851067,51,Loans,Assistant Manager,296.0,2024-07-04,29,63583,Permanent,2.8,Active
529,BKAIEMP407410,Upkaar,Nazareth,Upkaar Nazareth,Male,1979-07-16,upkaar.nazareth529@bankai.com,7922877725,88,Human Resources,Relationship Manager,136.0,2011-07-08,1,67721,Permanent,4.3,Active
530,BKAIEMP975505,Samarth,Ram,Samarth Ram,Male,1972-07-17,samarth.ram530@bankai.com,6580741209,83,Finance,Assistant Manager,422.0,2008-07-08,14,71232,Permanent,4.5,Active
531,BKAIEMP566885,Brijesh,Hans,Brijesh Hans,Male,1976-07-16,brijesh.hans531@bankai.com,9837801820,39,Information Technology,Customer Service Executive,136.0,2017-07-06,35,30627,Permanent,3.1,Active
532,BKAIEMP470274,Tristan,Chad,Tristan Chad,Male,1987-07-14,tristan.chad532@bankai.com,6907056260,59,Loans,Sales Executive,165.0,2009-07-08,9,39346,Permanent,2.9,Active
533,BKAIEMP349461,Lavanya,Chand,Lavanya Chand,Female,1998-07-11,lavanya.chand533@bankai.com,1824224124,6,Finance,Sales Executive,130.0,2012-07-07,10,38533,Permanent,3.0,Active
534,BKAIEMP491029,Nicholas,Golla,Nicholas Golla,Male,1977-07-16,nicholas.golla534@bankai.com,0461526546,70,Loans,Clerk,309.0,2023-07-05,9,22408,Permanent,3.7,Active
535,BKAIEMP874368,Jagdish,Khalsa,Jagdish Khalsa,Male,1971-07-18,jagdish.khalsa535@bankai.com,8861405786,65,Finance,Cashier,303.0,2011-07-08,0,34497,Contract,4.4,Inactive
536,BKAIEMP455136,Samar,Kaur,Samar Kaur,Male,1998-07-11,samar.kaur536@bankai.com,4891382496,94,Compliance,Sales Executive,42.0,2022-07-05,28,52216,Permanent,3.3,Active
537,BKAIEMP442220,Ishani,Dhar,Ishani Dhar,Female,2002-07-10,ishani.dhar537@bankai.com,8238687007,78,Operations,Cashier,228.0,2018-07-06,5,31413,Permanent,3.8,Active
538,BKAIEMP513583,Aadi,Bhasin,Aadi Bhasin,Male,1993-07-12,aadi.bhasin538@bankai.com,4946539840,63,Finance,Assistant Manager,524.0,2025-07-04,32,89767,Permanent,3.5,Active
539,BKAIEMP398477,Bakhshi,Mital,Bakhshi Mital,Male,1983-07-15,bakhshi.mital539@bankai.com,6128463985,45,Customer Service,Cashier,457.0,2009-07-08,0,27870,Permanent,4.7,Active
540,BKAIEMP944809,Laban,Korpal,Laban Korpal,Male,1978-07-16,laban.korpal540@bankai.com,5379502097,94,Risk Management,Cashier,143.0,2008-07-08,10,44593,Permanent,3.0,Active
541,BKAIEMP719371,Triveni,Suresh,Triveni Suresh,Female,1981-07-15,triveni.suresh541@bankai.com,8118071569,12,Retail Banking,Clerk,420.0,2006-07-09,4,26478,Permanent,3.9,Active
542,BKAIEMP972712,Aarna,Dash,Aarna Dash,Female,1981-07-15,aarna.dash542@bankai.com,5370304531,38,Human Resources,Relationship Manager,503.0,2025-07-04,11,64791,Permanent,3.3,Active
543,BKAIEMP261505,Jackson,Tak,Jackson Tak,Male,1989-07-13,jackson.tak543@bankai.com,0479303614,39,Compliance,Assistant Manager,128.0,2006-07-09,0,81820,Permanent,3.5,Active
544,BKAIEMP901865,Frederick,Hari,Frederick Hari,Male,1988-07-13,frederick.hari544@bankai.com,1921249384,64,Corporate Banking,Loan Officer,371.0,2008-07-08,7,66489,Permanent,4.7,Active
545,BKAIEMP491330,Jonathan,Setty,Jonathan Setty,Male,1973-07-17,jonathan.setty545@bankai.com,6056641877,94,Information Technology,Operations Executive,18.0,2018-07-06,7,35336,Permanent,2.9,Active
546,BKAIEMP385915,Isaac,Batta,Isaac Batta,Male,1982-07-15,isaac.batta546@bankai.com,6875063519,54,Finance,Cashier,50.0,2017-07-06,3,34557,Permanent,4.8,Active
547,BKAIEMP727847,Bishakha,Krish,Bishakha Krish,Female,1995-07-12,bishakha.krish547@bankai.com,2541107609,70,Finance,Relationship Manager,324.0,2017-07-06,6,62790,Permanent,4.2,Active
548,BKAIEMP243601,Chatura,Solanki,Chatura Solanki,Male,1972-07-17,chatura.solanki548@bankai.com,5058319971,37,Finance,Sales Executive,497.0,2013-07-07,0,41151,Contract,2.9,Active
549,BKAIEMP743226,Brijesh,Bhat,Brijesh Bhat,Male,1972-07-17,brijesh.bhat549@bankai.com,6512070496,69,Human Resources,Sales Executive,117.0,2013-07-07,35,45089,Permanent,2.8,Active
550,BKAIEMP245766,Atharv,Menon,Atharv Menon,Male,1977-07-16,atharv.menon550@bankai.com,6196399076,77,Human Resources,Cashier,351.0,2021-07-05,23,34983,Permanent,4.5,Active
551,BKAIEMP422361,Daksha,Nori,Daksha Nori,Female,1997-07-11,daksha.nori551@bankai.com,7859311091,27,Loans,Relationship Manager,81.0,2013-07-07,14,52321,Permanent,4.4,Active
552,BKAIEMP721990,Dev,Upadhyay,Dev Upadhyay,Male,2002-07-10,dev.upadhyay552@bankai.com,5679723200,61,Corporate Banking,Relationship Manager,260.0,2025-07-04,32,49341,Permanent,2.5,Active
553,BKAIEMP293757,Tejas,Varghese,Tejas Varghese,Male,1983-07-15,tejas.varghese553@bankai.com,4982274954,4,Corporate Banking,Customer Service Executive,150.0,2018-07-06,12,43997,Permanent,2.9,Active
554,BKAIEMP203919,Eta,Bhandari,Eta Bhandari,Female,1968-07-18,eta.bhandari554@bankai.com,8806533315,98,Retail Banking,Loan Officer,542.0,2020-07-05,4,47553,Contract,2.9,Active
555,BKAIEMP628687,Noah,Nayak,Noah Nayak,Male,1975-07-17,noah.nayak555@bankai.com,6521707303,47,Information Technology,Operations Executive,190.0,2012-07-07,13,52070,Contract,3.0,Active
556,BKAIEMP527376,Hredhaan,Khare,Hredhaan Khare,Male,1998-07-11,hredhaan.khare556@bankai.com,5636205015,98,Finance,Relationship Manager,127.0,2012-07-07,14,52229,Permanent,3.7,Active
557,BKAIEMP444053,Ekavir,Mannan,Ekavir Mannan,Male,1974-07-17,ekavir.mannan557@bankai.com,3950033423,15,Risk Management,Operations Executive,291.0,2012-07-07,5,49673,Permanent,4.2,Active
558,BKAIEMP297955,Jason,Gokhale,Jason Gokhale,Male,2001-07-10,jason.gokhale558@bankai.com,0241026153,61,Finance,Cashier,184.0,2026-07-04,27,41110,Permanent,3.5,Active
559,BKAIEMP520085,Qasim,Pradhan,Qasim Pradhan,Male,1968-07-18,qasim.pradhan559@bankai.com,8961122338,14,Loans,Relationship Manager,67.0,2015-07-07,25,58047,Permanent,4.0,Inactive
560,BKAIEMP392047,Tanish,Konda,Tanish Konda,Male,1968-07-18,tanish.konda560@bankai.com,9938425304,76,Customer Service,Sales Executive,410.0,2015-07-07,31,45591,Permanent,4.9,Inactive
561,BKAIEMP213284,Yash,Kadakia,Yash Kadakia,Male,1998-07-11,yash.kadakia561@bankai.com,7912868578,33,Compliance,Relationship Manager,510.0,2019-07-06,29,53821,Permanent,4.3,Active
562,BKAIEMP501219,Rachit,Vora,Rachit Vora,Male,1967-07-19,rachit.vora562@bankai.com,7749690333,87,Finance,Assistant Manager,157.0,2017-07-06,11,80380,Permanent,4.4,Active
563,BKAIEMP311740,Ikbal,Mohan,Ikbal Mohan,Male,1987-07-14,ikbal.mohan563@bankai.com,6925481214,85,Compliance,Cashier,503.0,2010-07-08,29,33574,Permanent,4.5,Active
564,BKAIEMP224921,Ishwar,Barman,Ishwar Barman,Male,1981-07-15,ishwar.barman564@bankai.com,8956776657,58,Finance,Operations Executive,386.0,2012-07-07,27,45062,Permanent,2.9,Active
565,BKAIEMP615353,Amaira,Gola,Amaira Gola,Female,1978-07-16,amaira.gola565@bankai.com,3415148881,18,Customer Service,Credit Analyst,399.0,2011-07-08,10,57168,Permanent,3.7,Active
566,BKAIEMP995852,Daniel,Bora,Daniel Bora,Male,1995-07-12,daniel.bora566@bankai.com,0835354443,65,Retail Banking,Cashier,401.0,2018-07-06,35,41210,Permanent,3.4,Active
567,BKAIEMP129514,Leena,Anand,Leena Anand,Female,1968-07-18,leena.anand567@bankai.com,4566907826,6,Loans,Loan Officer,376.0,2015-07-07,3,36762,Permanent,4.1,Active
568,BKAIEMP468332,Warjas,Kaur,Warjas Kaur,Male,2002-07-10,warjas.kaur568@bankai.com,7515366377,85,Operations,Clerk,254.0,2019-07-06,26,32618,Permanent,2.7,Active
569,BKAIEMP120669,Ekiya,Dave,Ekiya Dave,Female,1971-07-18,ekiya.dave569@bankai.com,0755366684,42,Retail Banking,Relationship Manager,472.0,2013-07-07,10,78735,Permanent,3.2,Active
570,BKAIEMP698059,Amol,Dewan,Amol Dewan,Male,1981-07-15,amol.dewan570@bankai.com,5999966361,42,Information Technology,Clerk,101.0,2011-07-08,24,23639,Permanent,3.0,Active
571,BKAIEMP744693,Vyanjana,Chopra,Vyanjana Chopra,Female,1986-07-14,vyanjana.chopra571@bankai.com,9741218209,47,Risk Management,Customer Service Executive,207.0,2011-07-08,10,27468,Permanent,3.8,Active
572,BKAIEMP943687,Hardik,Boase,Hardik Boase,Male,1991-07-13,hardik.boase572@bankai.com,4334817058,80,Corporate Banking,Clerk,98.0,2008-07-08,25,27518,Permanent,3.9,Active
